start_x,stop_x,patient_id,encounter_id_x,code_x,description,encounter_id_y,start_y,stop_y,encounterclass,code_y,base_encounter_cost,total_claim_cost,payer_coverage,healthcare_expenses,healthcare_coverage,encounter_reason,birthdate,deathdate,ssn,prefix,marital,race,ethnicity,gender,birthplace,city,state,county,latitude,longitude,age_today,status,country,days_in_hospital,days_in_hospital_int,service_in_minutes,medical_center,practicioner_name,practicioner_gender,medical_aid_scheme,encounter_year,allergy_count
1997-06-26,2013-12-18,2335bebd-0843-4322-9585-8ab90f49def3,6022c98e-5336-4d92-9abd-d5f38feab3f4,420174000,Wheat,6022c98e-5336-4d92-9abd-d5f38feab3f4,1997-06-26 23:10:53,1997-06-27 00:03:53,ambulatory,185347001,129.16,129.16,54.16,518630.05,20901.76,allergy,1996-12-17,,999-35-3112,ms.,single,black,nonhispanic,female,fall river  massachusetts ,sudbury,massachusetts,middlesex county,42.40821527561018,-71.40579528338228,27,alive,united states,0 days 00:53:00,0,53,metrowest medical center,keri25 schmidt332,female,blue cross blue shield,1997,1
1997-06-26,,2335bebd-0843-4322-9585-8ab90f49def3,6022c98e-5336-4d92-9abd-d5f38feab3f4,91934008,Nuts,6022c98e-5336-4d92-9abd-d5f38feab3f4,1997-06-26 23:10:53,1997-06-27 00:03:53,ambulatory,185347001,129.16,129.16,54.16,518630.05,20901.76,allergy,1996-12-17,,999-35-3112,ms.,single,black,nonhispanic,female,fall river  massachusetts ,sudbury,massachusetts,middlesex county,42.40821527561018,-71.40579528338228,27,alive,united states,0 days 00:53:00,0,53,metrowest medical center,keri25 schmidt332,female,blue cross blue shield,1997,1
2008-07-08,,45ad6c75-7808-4f70-9c80-0db44f681e55,caf832a7-74d6-4500-83ce-5abbfc5268ca,420174000,Wheat,caf832a7-74d6-4500-83ce-5abbfc5268ca,2008-07-09 00:32:16,2008-07-09 01:09:16,ambulatory,185347001,129.16,129.16,54.16,279538.4,3091.48,allergy,2007-06-28,,999-68-6438,mr.,mx,white,hispanic,male,ponce  puerto rico ,boston,massachusetts,suffolk county,42.32297085997402,-71.08629294767617,17,alive,puerto rico,0 days 00:37:00,0,37,mount auburn hospital,suzette512 monahan736,female,blue cross blue shield,2008,1
1986-12-09,,59669e7c-0190-4cbf-9e27-4898f1a35d03,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,424213003,Bee Venom,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,1986-12-09 21:10:19,1986-12-09 21:49:19,ambulatory,185347001,129.16,129.16,69.16,117598.5,29577.47,allergy,1986-01-31,,999-65-7058,mr.,married,white,hispanic,male,caracas  capital district ,north brookfield,massachusetts,worcester county,42.30167331220085,-72.0730981041963,38,alive,venezuela,0 days 00:39:00,0,39,harrington memorial hospital,tiana543 blick895,female,medicaid,1986,1
1986-12-09,,59669e7c-0190-4cbf-9e27-4898f1a35d03,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,419474003,Mould,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,1986-12-09 21:10:19,1986-12-09 21:49:19,ambulatory,185347001,129.16,129.16,69.16,117598.5,29577.47,allergy,1986-01-31,,999-65-7058,mr.,married,white,hispanic,male,caracas  capital district ,north brookfield,massachusetts,worcester county,42.30167331220085,-72.0730981041963,38,alive,venezuela,0 days 00:39:00,0,39,harrington memorial hospital,tiana543 blick895,female,medicaid,1986,1
1986-12-09,,59669e7c-0190-4cbf-9e27-4898f1a35d03,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,232350006,Dust Mite,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,1986-12-09 21:10:19,1986-12-09 21:49:19,ambulatory,185347001,129.16,129.16,69.16,117598.5,29577.47,allergy,1986-01-31,,999-65-7058,mr.,married,white,hispanic,male,caracas  capital district ,north brookfield,massachusetts,worcester county,42.30167331220085,-72.0730981041963,38,alive,venezuela,0 days 00:39:00,0,39,harrington memorial hospital,tiana543 blick895,female,medicaid,1986,1
1986-12-09,,59669e7c-0190-4cbf-9e27-4898f1a35d03,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,232347008,Dander (animal),d19a6b59-77a3-46ee-b8fd-4f59e8cee292,1986-12-09 21:10:19,1986-12-09 21:49:19,ambulatory,185347001,129.16,129.16,69.16,117598.5,29577.47,allergy,1986-01-31,,999-65-7058,mr.,married,white,hispanic,male,caracas  capital district ,north brookfield,massachusetts,worcester county,42.30167331220085,-72.0730981041963,38,alive,venezuela,0 days 00:39:00,0,39,harrington memorial hospital,tiana543 blick895,female,medicaid,1986,1
1986-12-09,,59669e7c-0190-4cbf-9e27-4898f1a35d03,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,418689008,Grass Pollen,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,1986-12-09 21:10:19,1986-12-09 21:49:19,ambulatory,185347001,129.16,129.16,69.16,117598.5,29577.47,allergy,1986-01-31,,999-65-7058,mr.,married,white,hispanic,male,caracas  capital district ,north brookfield,massachusetts,worcester county,42.30167331220085,-72.0730981041963,38,alive,venezuela,0 days 00:39:00,0,39,harrington memorial hospital,tiana543 blick895,female,medicaid,1986,1
1986-12-09,,59669e7c-0190-4cbf-9e27-4898f1a35d03,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,419263009,Tree Pollen,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,1986-12-09 21:10:19,1986-12-09 21:49:19,ambulatory,185347001,129.16,129.16,69.16,117598.5,29577.47,allergy,1986-01-31,,999-65-7058,mr.,married,white,hispanic,male,caracas  capital district ,north brookfield,massachusetts,worcester county,42.30167331220085,-72.0730981041963,38,alive,venezuela,0 days 00:39:00,0,39,harrington memorial hospital,tiana543 blick895,female,medicaid,1986,1
1986-12-09,,59669e7c-0190-4cbf-9e27-4898f1a35d03,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,417532002,Fish,d19a6b59-77a3-46ee-b8fd-4f59e8cee292,1986-12-09 21:10:19,1986-12-09 21:49:19,ambulatory,185347001,129.16,129.16,69.16,117598.5,29577.47,allergy,1986-01-31,,999-65-7058,mr.,married,white,hispanic,male,caracas  capital district ,north brookfield,massachusetts,worcester county,42.30167331220085,-72.0730981041963,38,alive,venezuela,0 days 00:39:00,0,39,harrington memorial hospital,tiana543 blick895,female,medicaid,1986,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,424213003,Bee Venom,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,419474003,Mould,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,232350006,Dust Mite,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,232347008,Dander (animal),afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,418689008,Grass Pollen,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,419263009,Tree Pollen,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,91930004,Eggs,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,420174000,Wheat,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2016-04-25,,4b92e3f1-b92b-48ec-9baa-2905409d1743,afb2659d-c3de-4ff9-aad0-b4283ff08443,417532002,Fish,afb2659d-c3de-4ff9-aad0-b4283ff08443,2016-04-25 17:56:51,2016-04-25 18:48:51,ambulatory,185347001,129.16,129.16,69.16,120500.54,2024.88,allergy,2015-09-18,,999-27-7943,ms.,single,white,nonhispanic,female,revere  massachusetts ,belchertown,massachusetts,hampshire county,42.316450728883936,-72.36108409804645,8,alive,united states,0 days 00:52:00,0,52,baystate wing hospital and medical centers,devora529 sipes176,female,cigna health,2016,1
2000-03-10,2015-11-30,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,419474003,Mould,da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2000-03-10,2015-11-30,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,232350006,Dust Mite,da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2000-03-10,2015-11-30,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,232347008,Dander (animal),da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2000-03-10,2015-11-30,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,418689008,Grass Pollen,da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2000-03-10,2015-11-30,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,419263009,Tree Pollen,da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2000-03-10,,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,91930004,Eggs,da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2000-03-10,,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,300913006,Shellfish,da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2000-03-10,,9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,da2fa819-307a-410d-9b95-6ea21a2f19ae,417532002,Fish,da2fa819-307a-410d-9b95-6ea21a2f19ae,2000-03-10 11:19:49,2000-03-10 12:06:49,ambulatory,185347001,129.16,129.16,0.0,590920.72,2920.64,allergy,1999-05-24,,999-91-6914,ms.,single,white,nonhispanic,female,templeton  massachusetts ,fitchburg,massachusetts,worcester county,42.6195236351258,-71.8595947155867,25,alive,united states,0 days 00:47:00,0,47,heywood hospital,lon587 lind531,male,no insurance,2000,1
2002-12-27,2019-09-12,affb8a9e-4a9a-46e7-a94b-e9c90b25f444,ad8b3be1-166c-44c9-abe4-dc5a0fc633e3,91930004,Eggs,ad8b3be1-166c-44c9-abe4-dc5a0fc633e3,2002-12-27 21:22:06,2002-12-27 21:58:06,ambulatory,185347001,129.16,129.16,59.16,426199.25,6895.999999999998,allergy,2002-01-14,,999-31-3411,mr.,mx,white,hispanic,male,pepperell  massachusetts ,kingston,massachusetts,plymouth county,42.03615311206456,-70.76571792718565,22,alive,united states,0 days 00:36:00,0,36,beth israel deaconess hospital - plymouth,hassan290 rath779,male,united health care,2002,1
2016-05-15,,8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,64599133-2dd7-4b23-b2eb-2e94a887a266,419474003,Mould,64599133-2dd7-4b23-b2eb-2e94a887a266,2016-05-15 13:16:37,2016-05-15 13:58:37,ambulatory,185347001,129.16,129.16,54.16,103108.83,2004.04,allergy,2015-08-06,,999-43-7577,ms.,single,white,nonhispanic,female,grafton  massachusetts ,wareham,massachusetts,plymouth county,41.78243506918816,-70.73672434494787,9,alive,united states,0 days 00:42:00,0,42,cape cod hospital,phillip440 mccullough561,male,blue cross blue shield,2016,1
2016-05-15,,8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,64599133-2dd7-4b23-b2eb-2e94a887a266,232350006,Dust Mite,64599133-2dd7-4b23-b2eb-2e94a887a266,2016-05-15 13:16:37,2016-05-15 13:58:37,ambulatory,185347001,129.16,129.16,54.16,103108.83,2004.04,allergy,2015-08-06,,999-43-7577,ms.,single,white,nonhispanic,female,grafton  massachusetts ,wareham,massachusetts,plymouth county,41.78243506918816,-70.73672434494787,9,alive,united states,0 days 00:42:00,0,42,cape cod hospital,phillip440 mccullough561,male,blue cross blue shield,2016,1
2016-05-15,,8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,64599133-2dd7-4b23-b2eb-2e94a887a266,232347008,Dander (animal),64599133-2dd7-4b23-b2eb-2e94a887a266,2016-05-15 13:16:37,2016-05-15 13:58:37,ambulatory,185347001,129.16,129.16,54.16,103108.83,2004.04,allergy,2015-08-06,,999-43-7577,ms.,single,white,nonhispanic,female,grafton  massachusetts ,wareham,massachusetts,plymouth county,41.78243506918816,-70.73672434494787,9,alive,united states,0 days 00:42:00,0,42,cape cod hospital,phillip440 mccullough561,male,blue cross blue shield,2016,1
2016-05-15,,8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,64599133-2dd7-4b23-b2eb-2e94a887a266,418689008,Grass Pollen,64599133-2dd7-4b23-b2eb-2e94a887a266,2016-05-15 13:16:37,2016-05-15 13:58:37,ambulatory,185347001,129.16,129.16,54.16,103108.83,2004.04,allergy,2015-08-06,,999-43-7577,ms.,single,white,nonhispanic,female,grafton  massachusetts ,wareham,massachusetts,plymouth county,41.78243506918816,-70.73672434494787,9,alive,united states,0 days 00:42:00,0,42,cape cod hospital,phillip440 mccullough561,male,blue cross blue shield,2016,1
2016-05-15,,8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,64599133-2dd7-4b23-b2eb-2e94a887a266,419263009,Tree Pollen,64599133-2dd7-4b23-b2eb-2e94a887a266,2016-05-15 13:16:37,2016-05-15 13:58:37,ambulatory,185347001,129.16,129.16,54.16,103108.83,2004.04,allergy,2015-08-06,,999-43-7577,ms.,single,white,nonhispanic,female,grafton  massachusetts ,wareham,massachusetts,plymouth county,41.78243506918816,-70.73672434494787,9,alive,united states,0 days 00:42:00,0,42,cape cod hospital,phillip440 mccullough561,male,blue cross blue shield,2016,1
2016-05-15,,8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,64599133-2dd7-4b23-b2eb-2e94a887a266,300913006,Shellfish,64599133-2dd7-4b23-b2eb-2e94a887a266,2016-05-15 13:16:37,2016-05-15 13:58:37,ambulatory,185347001,129.16,129.16,54.16,103108.83,2004.04,allergy,2015-08-06,,999-43-7577,ms.,single,white,nonhispanic,female,grafton  massachusetts ,wareham,massachusetts,plymouth county,41.78243506918816,-70.73672434494787,9,alive,united states,0 days 00:42:00,0,42,cape cod hospital,phillip440 mccullough561,male,blue cross blue shield,2016,1
2016-04-12,,128d5c93-dfce-49a1-8d08-e9b24abcb4db,0a61339f-5663-4af2-a674-0ed5bcee8129,300913006,Shellfish,0a61339f-5663-4af2-a674-0ed5bcee8129,2016-04-12 20:16:28,2016-04-12 21:09:28,ambulatory,185347001,129.16,129.16,54.16,101192.09,1949.88,allergy,2015-09-03,,999-19-4863,ms.,single,black,nonhispanic,female,worcester  massachusetts ,plymouth,massachusetts,plymouth county,41.88013164903125,-70.66195487885356,8,alive,united states,0 days 00:53:00,0,53,beth israel deaconess hospital - plymouth,hassan290 rath779,male,blue cross blue shield,2016,1
2008-03-16,,eba0f292-1951-4af9-9f14-9d6e9db8e480,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,419474003,Mould,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,2008-03-16 14:20:12,2008-03-16 15:09:12,ambulatory,185347001,129.16,129.16,69.16,36945.7,853.2799999999999,allergy,2007-08-06,,999-48-3220,ms.,mx,white,nonhispanic,female,concord  massachusetts ,rochester,massachusetts,plymouth county,41.73984592809107,-70.8018859892228,17,alive,united states,0 days 00:49:00,0,49,cape cod hospital,phillip440 mccullough561,male,cigna health,2008,1
2008-03-16,,eba0f292-1951-4af9-9f14-9d6e9db8e480,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,232350006,Dust Mite,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,2008-03-16 14:20:12,2008-03-16 15:09:12,ambulatory,185347001,129.16,129.16,69.16,36945.7,853.2799999999999,allergy,2007-08-06,,999-48-3220,ms.,mx,white,nonhispanic,female,concord  massachusetts ,rochester,massachusetts,plymouth county,41.73984592809107,-70.8018859892228,17,alive,united states,0 days 00:49:00,0,49,cape cod hospital,phillip440 mccullough561,male,cigna health,2008,1
2008-03-16,,eba0f292-1951-4af9-9f14-9d6e9db8e480,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,232347008,Dander (animal),3a7465cc-5b2f-4e96-934c-7e74c9537cf8,2008-03-16 14:20:12,2008-03-16 15:09:12,ambulatory,185347001,129.16,129.16,69.16,36945.7,853.2799999999999,allergy,2007-08-06,,999-48-3220,ms.,mx,white,nonhispanic,female,concord  massachusetts ,rochester,massachusetts,plymouth county,41.73984592809107,-70.8018859892228,17,alive,united states,0 days 00:49:00,0,49,cape cod hospital,phillip440 mccullough561,male,cigna health,2008,1
2008-03-16,,eba0f292-1951-4af9-9f14-9d6e9db8e480,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,418689008,Grass Pollen,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,2008-03-16 14:20:12,2008-03-16 15:09:12,ambulatory,185347001,129.16,129.16,69.16,36945.7,853.2799999999999,allergy,2007-08-06,,999-48-3220,ms.,mx,white,nonhispanic,female,concord  massachusetts ,rochester,massachusetts,plymouth county,41.73984592809107,-70.8018859892228,17,alive,united states,0 days 00:49:00,0,49,cape cod hospital,phillip440 mccullough561,male,cigna health,2008,1
2008-03-16,,eba0f292-1951-4af9-9f14-9d6e9db8e480,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,419263009,Tree Pollen,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,2008-03-16 14:20:12,2008-03-16 15:09:12,ambulatory,185347001,129.16,129.16,69.16,36945.7,853.2799999999999,allergy,2007-08-06,,999-48-3220,ms.,mx,white,nonhispanic,female,concord  massachusetts ,rochester,massachusetts,plymouth county,41.73984592809107,-70.8018859892228,17,alive,united states,0 days 00:49:00,0,49,cape cod hospital,phillip440 mccullough561,male,cigna health,2008,1
2008-03-16,,eba0f292-1951-4af9-9f14-9d6e9db8e480,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,417532002,Fish,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,2008-03-16 14:20:12,2008-03-16 15:09:12,ambulatory,185347001,129.16,129.16,69.16,36945.7,853.2799999999999,allergy,2007-08-06,,999-48-3220,ms.,mx,white,nonhispanic,female,concord  massachusetts ,rochester,massachusetts,plymouth county,41.73984592809107,-70.8018859892228,17,alive,united states,0 days 00:49:00,0,49,cape cod hospital,phillip440 mccullough561,male,cigna health,2008,1
2008-03-16,,eba0f292-1951-4af9-9f14-9d6e9db8e480,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,91934008,Nuts,3a7465cc-5b2f-4e96-934c-7e74c9537cf8,2008-03-16 14:20:12,2008-03-16 15:09:12,ambulatory,185347001,129.16,129.16,69.16,36945.7,853.2799999999999,allergy,2007-08-06,,999-48-3220,ms.,mx,white,nonhispanic,female,concord  massachusetts ,rochester,massachusetts,plymouth county,41.73984592809107,-70.8018859892228,17,alive,united states,0 days 00:49:00,0,49,cape cod hospital,phillip440 mccullough561,male,cigna health,2008,1
2009-10-12,,5846c531-ad71-4b34-9607-3a1022cddffa,3e655890-c6c1-47c7-8aa0-378936645135,417532002,Fish,3e655890-c6c1-47c7-8aa0-378936645135,2009-10-13 00:02:23,2009-10-13 00:37:23,ambulatory,185347001,129.16,129.16,54.16,254355.14,2962.32,allergy,2008-09-07,,999-46-6114,ms.,single,white,nonhispanic,female,springfield  massachusetts ,weymouth,massachusetts,norfolk county,42.1606760073641,-70.91663602924301,15,alive,united states,0 days 00:35:00,0,35,signature healthcare brockton hospital,gertrudis163 schaden604,female,blue cross blue shield,2009,1
2004-01-29,,d00fc5dd-be0e-47aa-a52a-5cf9ee3a78b5,6eb061c1-d1f6-4109-8da9-397e102f5e7c,419263009,Tree Pollen,6eb061c1-d1f6-4109-8da9-397e102f5e7c,2004-01-29 07:50:09,2004-01-29 08:40:09,ambulatory,185347001,129.16,129.16,0.0,461699.37,2753.16,allergy,2002-11-27,,999-12-8726,mr.,mx,white,nonhispanic,male,braintree  massachusetts ,needham,massachusetts,norfolk county,42.28587209866356,-71.25104579601866,21,alive,united states,0 days 00:50:00,0,50,beth israel deaconess hospital - needham,jeramy610 littel644,male,no insurance,2004,1
2004-01-29,,d00fc5dd-be0e-47aa-a52a-5cf9ee3a78b5,6eb061c1-d1f6-4109-8da9-397e102f5e7c,417532002,Fish,6eb061c1-d1f6-4109-8da9-397e102f5e7c,2004-01-29 07:50:09,2004-01-29 08:40:09,ambulatory,185347001,129.16,129.16,0.0,461699.37,2753.16,allergy,2002-11-27,,999-12-8726,mr.,mx,white,nonhispanic,male,braintree  massachusetts ,needham,massachusetts,norfolk county,42.28587209866356,-71.25104579601866,21,alive,united states,0 days 00:50:00,0,50,beth israel deaconess hospital - needham,jeramy610 littel644,male,no insurance,2004,1
1964-04-22,,7e4e6d32-15cd-4d5f-a4cc-e5c95ab35eb0,479131ac-4344-4846-b8ca-71b4745224ef,418689008,Grass Pollen,479131ac-4344-4846-b8ca-71b4745224ef,1964-04-22 09:14:06,1964-04-22 09:29:06,ambulatory,185347001,129.16,129.16,64.16,1178238.58,15512.999999999998,allergy,1962-12-18,,999-35-9139,mrs.,married,white,nonhispanic,female,lynn  massachusetts ,ware,massachusetts,hampshire county,42.29264020634675,-72.23629477214843,61,alive,united states,0 days 00:15:00,0,15,baystate wing hospital and medical centers,devora529 sipes176,female,aetna,1964,1
